_id,id,tipologia,denominazione,via,civico,latitude,longitude,stelle,categoria,totalePostiLetto,totaleNumeroCamere,numeroSingole,numeroDoppie,numeroTriple,numeroQuadruple,numeroBagni,contattoCellulare,contattoEmail,contattoFacebook,contattoInstagram,contattoTelefono,contattoWebSite,contattoFax,contattoTwitter,accessibileDisabili,accettazioneGruppi,accettaAnimaliPiccolaTaglia,attivitaSportive,depositoValori,lavanderia,ristorante,tennis,parco,pistaBallo,servizioTelefono,televisione,tennisTavolo,ariaCondizionata,coperturaWifi,piscina,parcheggioCustodito,venditaAlimentiPropriaProduzione,trasportoClienti,bar,cassettaSicurezza,presaTelefonicaModem,spaccio,campiBocce,campoBeachVolley,campoCalcetto,campoPallavolo,attraccoNatanti,numeroBungalow,numeroDocce,numeroLavadini,numeroPiazzole
254,395072,Guest House o Affittacamere,AURELIA HOME GUEST HOUSE O AFFITTACAMERE,Via Aurelia,429,41.8979484,12.4303958,"",3,10,6,2,4,,,"",,aureliahomeroma@gmail.com,aurelia home guest house,"",3664909053,www.aureliahome.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
255,395386,Guest House o Affittacamere,AURELIA PALACE,Via Giovanni Pacchioni,31,41.8816867,12.3830379,"",2,6,3,,3,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
256,395576,Guest House o Affittacamere,AURELIA VATICAN APARTMENTS,Via dei Laterizi,20,41.9090361,12.4352725,"",3,21,7,,,3,4,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
257,396630,Guest House o Affittacamere,AURELIAN SUITES / Guest House o Affittacamere,Via Sant'Agatone Papa,50,41.8974525,12.4432271,"",3,10,5,1,3,1,,"",3284476744,tesorolosrls@gmail.com,"","",3406181672,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
258,396615,Guest House o Affittacamere,Aurelio Deluxe Rooms Guest House o Affittacamere,Via Gregorio VII,58,41.8969453,12.4497607,"",2,9,5,1,4,,,"",,ginoferretti@aureliodeluxe.it,"","",3515299520,www.aureliodeluxe.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
259,396422,Guest House o Affittacamere,AURORA BOREALE,Via di Portonaccio,21 A,41.9060989,12.5355169,"",3,10,5,,5,,,"",3270158176,auroraboreale.21a@gmail.com,"","",643253724,www.bebtiburtina.roma.it,643253724,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
260,396359,Guest House o Affittacamere,AVA GUESTHOUSE O AFFITTACAMERE,Via Carlo Cattaneo,15,41.8971429,12.5011639,"",3,7,3,,2,1,,"",,geom.mastrobuono@gmail.com,"","",34527723964,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
261,397543,Guest House o Affittacamere,AVA II GUESTHOUSE O AFFITTACAMERE,Via Carlo Cattaneo,15,41.8971429,12.5011639,"",3,5,2,,1,1,,"",,rashidhemelsabbi@virgilio.it,"","",3886529958,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
262,395410,Guest House o Affittacamere,AVE DI MUHAMMAD SAJID,Via Lorenzo Il Magnifico,61,41.9121682,12.5254495,"",3,11,5,1,3,,1,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
263,397080,Guest House o Affittacamere,AVENA GUEST HOUSE O AFFITTACAMERE,Via di Santa Prassede,8,41.8960693,12.4990692,"",1,9,6,3,3,,,"",,santaprassedesrl@legalmail.,"","",669673277,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
264,397197,Guest House o Affittacamere,AVENTINO guest house - affittacamere,Viale Aventino,98,41.8816151,12.484974,"",3,8,4,,4,,,"",3355237950,guidorossi73@gmail.com,https://www.facebook.com/aventinoguesthouse/?ref=bookmarks,"",3314675450,www.aventinoguesthouse.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
265,396860,Guest House o Affittacamere,AVENTINO INN guest house - affittacamere,Viale Aventino,98,41.8816151,12.484974,"",3,11,6,1,5,,,"",,aventinosas@pec.it,https://www.facebook.com/aventinoguesthouse/?ref=bookmarks,"",393314675450,www.aventinoguesthouse.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
266,396393,Guest House o Affittacamere,AVIGNONESI SUITES,Via degli Avignonesi,"",41.903057,12.4874974,"",3,10,5,,5,,,"",,avignonesisuites@gmail.com,"","",3806417500,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
267,395342,Guest House o Affittacamere,AZZURRA GUEST HOUSE,Via Genova,30,41.8991116,12.4925898,"",3,12,5,,3,2,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
268,397388,Guest House o Affittacamere,Azzurra Rooms Guest House o Affittacamere,Via Genova,30,41.8991116,12.4925898,"",3,10,4,,2,2,,"",,aghgsn@gmail.com,"","",6485420,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
269,394888,Guest House o Affittacamere,B&G NAVONA GUEST HOUSE O AFFITTACAMERE,Vicolo della Cancelleria,35,41.8978274,12.4715467,"",3,8,4,,4,,,"",,barbarafortuna@libero.it,"","",337751842,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
270,395578,Guest House o Affittacamere,B&T ROOMS,Via dei Mille,9,41.9035456,12.5032977,"",3,7,3,,2,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
271,401300,Guest House o Affittacamere,Babbo Guest House o Affittacamere,Via Castelfidardo,34,41.9071489,12.5003355,"",3,9,5,2,2,1,,"",3332844135,bbromababbo@gmail.com,"",babbo_guest_house_roma,3334889305,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
272,395405,Guest House o Affittacamere,BABNJAM,Via Bixio,41,41.8940314,12.5089235,"",3,14,5,,1,4,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
273,397099,Guest House o Affittacamere,BABOON ROOM GUEST HOUSE O AFFITTACAMERE,Via del Babuino,151,41.9081141,12.4791504,"",3,9,4,,3,1,,"",,mazal26internationalsrl@pec.it,"","",3355233273,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
274,396796,Guest House o Affittacamere,Babuino Palace & Suites Guest House o Affittacamere,Via del Babuino,29,41.9093177,12.4781203,"",3,14,6,,5,,1,"",3281274088,bbh176srl@gmail.com,babuino palace & suites,babuino palace suites,680072590,www.babuinopalacesuites.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
275,395692,Guest House o Affittacamere,BAGHIROVA IN ROME,Via del Teatro Valle,53,41.8972881,12.475157,"",3,11,5,,4,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
276,397286,Guest House o Affittacamere,BAKIROOMS GUEST HOUSE O AFFITTACAMERE,Via Cairoli,101,41.8942648,12.5078775,"",3,7,5,3,2,,,"",,ohiaccommodationrome@gmail.com,"","",3481046718,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
277,395758,Guest House o Affittacamere,BALESTRARI 5,Via dei Balestrari,5,41.8950125,12.4724603,"",3,1,1,1,,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
278,396172,Guest House o Affittacamere,BANCHI VECCHI STAY 1,Via dei Banchi Vecchi,117,41.8985522,12.4668903,"",3,6,3,,3,,,"",,alessandrasantarelli@hotmail.com,"","",3335892031,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
279,397346,Guest House o Affittacamere,BANCHI VECCHI STAY 2,Via dei Banchi Vecchi,117,41.8985522,12.4668903,"",3,6,2,,1,,1,"",,alessandrasantarelli@hotmail.com,"","",3335892031,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
280,397488,Guest House o Affittacamere,BARAKA 24 GUEST HOUSE o AFFITTACAMERE,Via Magenta,24,41.9023493,12.5041042,"",3,5,2,,1,1,,"",,tanmay2914@gmail.com,"","",3444500392,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
281,406677,Guest House o Affittacamere,BARBERINI DREAM GUEST HOUSE O AFFITTACAMERE,Via di San Nicola da Tolentino,57,41.904582,12.4901948,"",2,6,3,,3,,,"",3400044842,veruskasolinas@gmail.com,"","",3400044842,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
282,408496,Guest House o Affittacamere,BARCACCIA guest house o affittacamere,Via di Capo Le Case,56,41.9040643,12.4850698,"",3,9,3,,,3,,"",,federicofunari73@gmail.com,"","",3395903836,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
283,402490,Guest House o Affittacamere,BARIGELLI APARTMENT GUEST HOUSE O AFFITTACAMERE,Circonvallazione Gianicolense,110,41.8710338,12.4567228,"",2,2,1,,1,,,"",,emanuelebarigelli@gmail.com,"","",3291581576,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
284,394979,Guest House o Affittacamere,BAROCCO APARTMENTS,Via della Purificazione,8,41.9039733,12.4879754,"",2,8,4,,4,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
285,397913,Guest House o Affittacamere,BAROCCO GUEST HOUSE,Via della Purificazione,8,41.9039733,12.4879754,"",3,4,2,,2,,,"",,info@baroccoguesthouse.com,"","",64872001,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
286,395478,Guest House o Affittacamere,BASILICA SQUARE,Piazza di San Giovanni in Laterano,26,41.8876585,12.5059646,"",3,7,4,1,3,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
287,395174,Guest House o Affittacamere,BAYLON SUITES,Via Luciano Manara,4,41.8878537,12.4711527,"",3,11,6,1,5,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
288,395066,Guest House o Affittacamere,BD DOLCEVITA - GUEST HOUSE O AFFITTACAMERE,Via Goffredo Mameli,51,41.8867029,12.4683795,"",2,6,4,2,2,,,"",3407930747,resevationbnb2022@gmail.com,"",bddolcevita51,3407930747,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
289,396242,Guest House o Affittacamere,BDB LUXURY ROOMS MARGUTTA,Via Margutta,39,41.9087891,12.4794151,"",2,11,6,3,1,2,,"",,efes.rome@gmail.com,"","",3463744658,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
290,396307,Guest House o Affittacamere,BDB LUXURY ROOMS NAVONA ANGELI,Via dei Gigli D'Oro,6,41.9015717,12.4732712,"",2,12,5,1,1,3,,"",,efes.rome@gmail.com,"","",3463744658,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
291,398058,Guest House o Affittacamere,BDB LUXURY ROOMS SAN PIETRO,Circonvallazione Clodia,169,41.9214954,12.4576283,"",3,6,4,2,2,,,"",,info@bdbluxuryrooms.com,"","",668210020,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292,398069,Guest House o Affittacamere,BDB LUXURY ROOMS TRASTEVERE TORRE,Via Benedetta,16,41.8916116,12.4691951,"",2,13,6,,5,1,,"",,efes.rome@gmail.com,"","",3463744658,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293,399866,Guest House o Affittacamere,BEA GUEST HOUSE o AFFITTACAMERE,Piazza di Porta Maggiore,6,41.892321,12.5145218,"",3,6,3,,3,,,"",3290781990,messinasara300@gmail.com,"","",3290781990,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
294,395399,Guest House o Affittacamere,BEAR 87,Vicolo dell'Orso,88,41.9018726,12.4742477,"",3,12,6,,6,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
295,394767,Guest House o Affittacamere,BEAS'S GUEST HOUSE O AFFITTACAMERE,Via Giovanni Severano,33,41.914632,12.5192719,"",2,11,5,,4,1,,"",,infoleonardosrls@gmail.com,"","",3755876461,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
296,395903,Guest House o Affittacamere,Beatus Viator Guest House o Affittacamere,Via Giovanni Giolitti,101,41.8994774,12.5018786,"",3,5,3,1,2,,,"",,info@beatusviator.com,"","",3891475993,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
297,395535,Guest House o Affittacamere,BEAU-SITE,Via Ludovisi,45,41.9069745,12.4880515,"",1,12,6,,6,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
298,395569,Guest House o Affittacamere,BEAUTYROOMS guest house o affittacamere,Via Napoleone III,35,41.8968393,12.5017118,"",3,10,6,2,4,,,"",,yordaogbay@gmail.com,"","",3467007103,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
299,397679,Guest House o Affittacamere,BED AND BEST,Via Cola di Rienzo,190,41.9073053,12.4633473,"",2,9,5,2,2,1,,"",,fabio-bianchi-@hotmail.it,"","",3480052364,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
300,396320,Guest House o Affittacamere,BED & BIKEROME ROOM GUEST HOUSE O AFFITTACAMERE,Via Muggia,8,41.9188209,12.4574715,"",3,6,4,2,2,,,"",,info@bedandbikerome.com,https://www.facebook.com/bedandbikerome/,"",3478352574,http://www.bedandbikerome.com/,,https://twitter.com/jjcooper1977,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
301,397389,Guest House o Affittacamere,Bed in Bormida Guest House o affittacamere,Via Bormida,1,41.9161131,12.5037681,"",3,4,2,,2,,,"",,alessandrapalmieri27@gmail.com,"","",3334117117,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
302,395733,Guest House o Affittacamere,BEDROOMS IN ROME DI FRANCESCO CHIOFALO,Via Giovanni Stefano Roccatagliata,4,41.8747253,12.4515374,"",3,7,4,1,3,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
303,395954,Guest House o Affittacamere,Beige Et Ble' Guest House o Affittacamere/Guest House,Via Degli Uffici Del Vicario,33,41.9010842,12.4774678,"",3,8,4,1,2,1,,"",,beigeetble@outlook.com,"","",3335276953,www.beigeetbleguesthouse.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
304,397444,Guest House o Affittacamere,BELLAVENTURA GUEST HOUSE O AFFITTACAMERE,Piazzale dei Partigiani,7,41.8742874,12.4851157,"",3,8,5,2,3,,,"",,ilovepiramide@libero.it,"","",3913772381,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
305,396808,Guest House o Affittacamere,BELLESUITE ROME,Via Modena,5,41.9023862,12.49461,"",2,12,6,,6,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
306,395520,Guest House o Affittacamere,BELLEZZA AL COLOSSEO GUEST HOUSE,Via Capo D'Africa,26,41.8888368,12.4953675,"",3,8,4,,4,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
307,406143,Guest House o Affittacamere,Belli Boutique Guest House o Affittacamere,Via Giuseppe Gioachino Belli,60,41.9071516,12.4711519,"",3,5,4,3,1,,,"",,84holding@gmail.com,"","",3755573032,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
308,404623,Guest House o Affittacamere,BELLI SAN GIOVANNI GUEST HOUSE O AFFITTACAMERE,Via Taranto,130,41.8836092,12.5183491,"",2,6,4,2,2,,,"",,antofra22@yahoo.it,"","",3346689273,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
309,395997,Guest House o Affittacamere,BELLI SUITES ROME GUEST HOUSE O AFFITTACAMERE,Via Cardinale Silj,10,41.8969022,12.4488562,"",2,8,5,2,3,,,"",,antofra22@yahoo.it,"","",3346689273,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
310,397070,Guest House o Affittacamere,Bellitalia Vacanze,Via Crescenzio,2,41.9056276,12.4679388,"",1,15,6,,3,3,,"",,d.gandola@caossrl.it,"","",3466538537,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311,394989,Guest House o Affittacamere,BELSIANA HOUSE,Via Belsiana,20,41.9057127,12.4793931,"",1,12,6,,6,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
312,396656,Guest House o Affittacamere,BELVEDERE ROOMS Guest House o Affittacamere,Via Caresana,40,41.9148964,12.3895726,"",1,10,4,,2,2,,"",3294774815,info@belvedererooms.it,"","",677071988,www.belvedererooms.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
313,403279,Guest House o Affittacamere,BEMY 1 Guest House o Affittacamere,Via Gerolamo Cardano,99,41.8627225,12.4663162,"",3,2,2,2,,,,"",,simonezarfati@gmail.com,"","",3356077395,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
314,396534,Guest House o Affittacamere,BePlace Holy See guest house o affittacamere,Via dei Cavalleggeri,3,41.8998578,12.4552712,"",2,6,3,,3,,,"",,info@beplace.eu,"","",3755417904,www.beplace.eu,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
315,397628,Guest House o Affittacamere,BESPOKE  LUXURY SUITE & APARTMENTS  ROMA GUEST HOUSE O AFFITTACAMERE,Via Torino,29,41.9021853,12.4950274,"",3,13,6,,5,1,,"",,bespokeguesthouse@gmail.com,"","",648907104,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
316,397377,Guest House o Affittacamere,BEST PANTHEON,Corso Vittorio Emanuele II,21,41.8960563,12.4782488,"",2,8,4,1,2,1,,"",3358714840,info@bestbb.it,"","",3358714840,www.bestbb.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
317,396177,Guest House o Affittacamere,Best Suites,Via del Teatro Pace,25,41.898177,12.4715802,"",3,11,5,1,2,2,,"",3337699469,teatropaceunosrl@gmail.com,"","",3409069550,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
318,396182,Guest House o Affittacamere,Best Suites Navona,Via del Teatro Pace,25,41.898177,12.4715802,"",3,10,5,1,3,1,,"",3409069550,teatropaceunosrl@gmail.com,"","",3337699469,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
319,394883,Guest House o Affittacamere,BEST SUITES PANTHEON,Piazza della Rotonda,70,41.8994096,12.4772256,"",2,11,6,1,5,,,"",,amministrazione@futurahotel.eu,"","",669426314,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
320,397367,Guest House o Affittacamere,BEST VATICAN,Via degli Scipioni,135,41.9090545,12.459625,"",2,7,4,1,3,,,"",3358714840,info@bestbb.it,"","",3358714840,www.bestbb.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
321,396910,Guest House o Affittacamere,BEYOND COLOSSEUM  GUEST HOUSE O AFFITTACAMERE,Via Merulana,248,41.8945057,12.5003419,"",1,9,4,,3,1,,"",,amministrazione@csavana.com,"","",645475248,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
322,397890,Guest House o Affittacamere,BHR CAVOUR 150 GUEST HOUSE O AFFITTACAMERE,Via Cavour,150,41.8965467,12.4953687,"",2,10,4,,3,,1,"",,amministrazione@besthouserome.com,"","",3938038730,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
323,397244,Guest House o Affittacamere,BINARIO ZERO A TERMINI Guest House o Affittacamere,Via Giovanni Giolitti,305,41.8952456,12.5089205,"",2,6,4,2,2,,,"",3484320487,info@amami.it,"","",3484320487,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
324,395667,Guest House o Affittacamere,BISCIONE 95,Piazza del Biscione,95,41.8953723,12.4729464,"",2,7,3,,2,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
325,397438,Guest House o Affittacamere,BLACK AND WHITE SUITE,Via di Santa Maria del Pianto,67,41.8932933,12.4766838,"",3,7,2,,,1,1,"",,info.almait@gmail.com,"","",645475470,https://www.booking.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
326,395859,Guest House o Affittacamere,BLACK ROOMS COLOSSEO - GUEST HOUSE,Via Labicana,80,41.8895961,12.5000079,"",3,9,5,1,4,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
327,397846,Guest House o Affittacamere,BLOOM APARTMENTS GUEST HOUSE O AFFITTACAMERE,Via Principe Amedeo,9,41.9000259,12.4981659,"",2,15,6,,5,,,"",3476031309,info@bloomapartment.com,"","",3476031309,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
328,395641,Guest House o Affittacamere,BLU,Via Baldo degli Ubaldi,90,41.8984685,12.4329086,"",2,6,3,,3,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
329,397974,Guest House o Affittacamere,BLU CHARME LUXURY SUITE GUEST HOUSE O AFFITTACAMERE,Via Tomacelli,98,41.9047523,12.4766875,"",2,11,6,1,5,,,"",,info@treecharme.com,"","",683979416,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
330,395739,Guest House o Affittacamere,BLU TANGO GUEST HOUSE,Via del Boschetto,97,41.8958371,12.4911114,"",3,4,2,,2,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
331,397983,Guest House o Affittacamere,BLUE SUITE VATICAN,Viale Giulio Cesare,183,41.9089982,12.4573173,"",3,8,4,1,2,1,,"",,info@bluesuiteroma.it,"","",639031174,www.bluesuiteroma.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
332,396521,Guest House o Affittacamere,BLUEHOSTEL,Via Carlo Alberto,13,41.8966147,12.5002598,"",3,10,5,,5,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
333,400459,Guest House o Affittacamere,BLUEWHALE GUEST HOUSE o AFFITTACAMERE,Via Principe Amedeo,96,41.8985014,12.5010671,"",3,5,2,,1,1,,"",3886529958,hemel007@icloud.com,"","",3886529958,www.bluewhale.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
334,397009,Guest House o Affittacamere,BOHOME SUITE GUEST HOUSE O AFFITTACAMERE,Via Muzio Clementi,27,41.9060932,12.4722486,"",3,4,3,2,1,,,"",,madeinroma.home@gmail.com,"","",3409442998,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
335,395617,Guest House o Affittacamere,BOLOGNA GUEST HOUSE,Piazza Bologna,6,41.9130595,12.5211907,"",3,10,5,2,1,2,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
336,397314,Guest House o Affittacamere,BONCOMPAGNI GUEST HOUSE O AFFITTACAMERE,Via Boncompagni,79,41.9091932,12.4958827,"",3,12,6,1,4,1,,"",,info@mar2014.it,"","",3924106049,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
337,408729,Guest House o Affittacamere,BONCOMPAGNI SERENITY SUITES guest house o affittacamere,Via Boncompagni,61,41.9087033,12.4940907,"",3,7,3,,2,1,,"",,piero.screnci@gmail.com,"","",3209622929,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
338,397864,Guest House o Affittacamere,BONFALCO SUITE GUEST HOUSE O AFFITTACAMERE,Lungotevere dei Mellini,10,41.9059776,12.4733764,"",2,9,5,1,4,,,"",3397920304,bonfalcosrls@gmail.com,"","",3397920304,www.bonfalcosuite.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
339,396522,Guest House o Affittacamere,BOOKING INN ROME guest house o affittacamere,Via Palestro,56,41.9046592,12.5047791,"",3,8,3,,1,2,,"",,tanza2909@gmail.com,"","",3663771690,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
340,397163,Guest House o Affittacamere,booking inn settembre 95,Via Venti Settembre,95,41.9079083,12.4994081,"",2,9,6,3,3,,,"",3428766735,jonathanesguerra11@gmail.com,"","",3428766735,www.bookinn.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
341,397739,Guest House o Affittacamere,Books guest house roma guest house o affittacamere,Piazza di Santa Croce in Gerusalemme,1,41.8886686,12.5138721,"",3,8,4,,4,,,"",,sara.iannuzzi@unapec.it,"","",3294630099,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
342,395417,Guest House o Affittacamere,BORGHESE EXECUTIVE SUITE,Via Tevere,15,41.9135049,12.4965656,"",3,11,6,2,3,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
343,395736,Guest House o Affittacamere,BORGHESE GUEST HOUSE,Via Sardegna,55,41.9091757,12.4905913,"",3,5,3,1,2,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
344,398033,Guest House o Affittacamere,BORGHESE SUITES GUEST HOUSE,Via Emilia,65,41.9081093,12.4884285,"",3,11,5,2,,3,,"",3284476744,danielaogis@gmail.com,"","",3406181672,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
345,397880,Guest House o Affittacamere,BORGHETTO CAVALLEGGERI GUEST HOUSE O AFFITTACAMERE,Via dei Cavalleggeri,6,41.8997254,12.4550531,"",2,3,2,1,1,,,"",,borghettocavalleggeri@gmail.com,https://www.facebook.com/borghetto-cavalleggeri-541311506263906/,"",3355689388,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
346,396889,Guest House o Affittacamere,BORGHETTO GUEST HOUSE,Via Appia Nuova,165,41.8810374,12.5154153,"",3,12,5,,4,,1,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
347,395050,Guest House o Affittacamere,BORGO DI TORRE GUIDACCIA,Via Clarice Tartufari,2,41.7573235,12.4387186,"",3,10,5,1,3,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
348,396181,Guest House o Affittacamere,Borgo Vaticano 84 Guest House o Affittacamere,Viale Vaticano,84,41.90659,12.45023,"",3,9,4,,3,1,,"",,borgovaticano84@gmail.com,"","",3661251345,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
349,397157,Guest House o Affittacamere,BORGOGNONA ROOMS GUEST HOUSE O AFFITTACAMERE,Via Borgognona,47,41.9041814,12.4794315,"",2,8,4,,4,,,"",,mazal26internationalsrl@pec.it,"","",3355233273,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
350,397565,Guest House o Affittacamere,Borgonove Guest House o Affittacamere,Via del Mascherino,2,41.9032403,12.4587162,"",3,11,6,1,5,,,"",3803665784,info@borgonove.it,"","",3803665784,www.borgonove.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
351,397353,Guest House o Affittacamere,BoRooms GUEST HOUSE O AFFITTACAMERE,Borgo Pio,203,41.9035438,12.4627117,"",2,7,3,,2,1,,"",3396412344,borooms203@gmail.com,https://www.facebook.com/borooms/,borooms203,3396412344,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
